17940 , 15225
17942 , 15227
17945 , 15228
17947 , 15229
17934 , 15221
17877 , 15189
17773 , 15134
17672 , 15086
17641 , 15073
17646 , 15076
17670 , 15089
17702 , 15106
17730 , 15119
17750 , 15130
17772 , 15141
17797 , 15153
17818 , 15164
17831 , 15170
17836 , 15172
17838 , 15173
17839 , 15173
17734 , 15120
17768 , 15137
17854 , 15180
17800 , 15152
17805 , 15154
17807 , 15155
17808 , 15155
17811 , 15156
17816 , 15158
17826 , 15164
17838 , 15171
17852 , 15178
17865 , 15184
17876 , 15189
17885 , 15194
17893 , 15198
17901 , 15202
17908 , 15206
17913 , 15208
17917 , 15210
17920 , 15212
17924 , 15214
17928 , 15216
17933 , 15218
17935 , 15219
17938 , 15220
17940 , 15220
17933 , 15216
17884 , 15188
17767 , 15125
17633 , 15061
17570 , 15033
17546 , 15022
17551 , 15025
17782 , 15131
17635 , 15059
17547 , 15018
17517 , 15005
17520 , 15007
17537 , 15016
17556 , 15026
17571 , 15033
17590 , 15043
17617 , 15057
17658 , 15079
17700 , 15099
17727 , 15111
17737 , 15115
17732 , 15112
17727 , 15110
17732 , 15112
17746 , 15120
17765 , 15130
17782 , 15138
17795 , 15145
17809 , 15152
17822 , 15158
17835 , 15165
17843 , 15170
17851 , 15173
17858 , 15176
17866 , 15180
17874 , 15185
17882 , 15189
17887 , 15191
17892 , 15194
17898 , 15197
17899 , 15197
17871 , 15180
17877 , 15184
17882 , 15185
17870 , 15177
17797 , 15135
17625 , 15048
17500 , 14990
17445 , 14964
17429 , 14957
17435 , 14960
17450 , 14968
17463 , 14975
17465 , 14976
17470 , 14978
17494 , 14992
17536 , 15013
17574 , 15031
17598 , 15042
17603 , 15043
17594 , 15038
17587 , 15035
17590 , 15037
17604 , 15045
17623 , 15054
17642 , 15063
17658 , 15071
17675 , 15080
17698 , 15092
17724 , 15105
17741 , 15114
17751 , 15118
17758 , 15121
17764 , 15124
17769 , 15127
17766 , 15128
17770 , 15130
17777 , 15134
17787 , 15139
17794 , 15144
17796 , 15145
17798 , 15146
17806 , 15150
17817 , 15156
17829 , 15163
17836 , 15166
17826 , 15160
17751 , 15116
17549 , 15013
17404 , 14945
17338 , 14913
17310 , 14899
17297 , 14892
17291 , 14889
17291 , 14888
17297 , 14891
17313 , 14900
17334 , 14912
17366 , 14929
17396 , 14944
17410 , 14951
17414 , 14954
17425 , 14960
17436 , 14966
17437 , 14966
17436 , 14966
17455 , 14977
17491 , 14996
17518 , 15011
17357 , 14939
17367 , 14944
17383 , 14953
17408 , 14965
17434 , 14978
17449 , 14987
17457 , 14991
17470 , 14997
17490 , 15007
17505 , 15014
17516 , 15020
17528 , 15026
17543 , 15033
17559 , 15041
17580 , 15052
17606 , 15065
17627 , 15076
17643 , 15084
17660 , 15094
17675 , 15101
17667 , 15094
17562 , 15036
17401 , 14957
17302 , 14910
17253 , 14887
17237 , 14879
17236 , 14879
17244 , 14883
17252 , 14888
17255 , 14890
17255 , 14889
17263 , 14894
17287 , 14906
17320 , 14923
17299 , 14914
17311 , 14920
17331 , 14930
17352 , 14940
17381 , 14955
17421 , 14975
17461 , 14995
17493 , 15011
17515 , 15021
17527 , 15027
17532 , 15030
17536 , 15032
17540 , 15035
17551 , 15040
17571 , 15051
17604 , 15068
17634 , 15083
17653 , 15092
17666 , 15099
17678 , 15106
17687 , 15111
17696 , 15116
17705 , 15121
17715 , 15126
17725 , 15132
17731 , 15135
17738 , 15139
17748 , 15144
17758 , 15149
17764 , 15152
17749 , 15143
17657 , 15091
17482 , 15004
17393 , 14963
17582 , 15035
17475 , 14984
17434 , 14965
17443 , 14970
17464 , 14980
17485 , 14992
17513 , 15006
17544 , 15022
17577 , 15038
17607 , 15054
17632 , 15067
17652 , 15078
17667 , 15085
17677 , 15091
17683 , 15094
17686 , 15095
17691 , 15097
17701 , 15102
17715 , 15111
17733 , 15120
17749 , 15129
17762 , 15136
17771 , 15140
17778 , 15144
17785 , 15148
17794 , 15152
17800 , 15156
17803 , 15157
17806 , 15159
17810 , 15160
17815 , 15163
17820 , 15167
17815 , 15163
17778 , 15141
17828 , 15172
17826 , 15170
17782 , 15144
17653 , 15073
17506 , 15002
17445 , 14975
17435 , 14970
17452 , 14980
17484 , 14996
17516 , 15012
17547 , 15026
17582 , 15043
17626 , 15066
17666 , 15087
17692 , 15101
17705 , 15106
17710 , 15109
17713 , 15110
17715 , 15111
17718 , 15112
17724 , 15114
17734 , 15120
17747 , 15127
17762 , 15135
17772 , 15141
17784 , 15147
17797 , 15153
17806 , 15158
17811 , 15161
17815 , 15163
17821 , 15166
17827 , 15169
17832 , 15172
17836 , 15175
17849 , 15179
17852 , 15180
17855 , 15182
17857 , 15183
17859 , 15183
17862 , 15186
17866 , 15187
17869 , 15189
17872 , 15191
17866 , 15187
17828 , 15163
17755 , 15124
17669 , 15080
17608 , 15053
17603 , 15051
17631 , 15066
17668 , 15085
17697 , 15100
17721 , 15112
17745 , 15125
17766 , 15136
17781 , 15143
17788 , 15147
17792 , 15149
17795 , 15150
17796 , 15150
17795 , 15150
17799 , 15151
17804 , 15154
17812 , 15158
17820 , 15163
17828 , 15166
17835 , 15170
17841 , 15173
17808 , 15153
17818 , 15158
17827 , 15163
17837 , 15168
17843 , 15171
17849 , 15174
17854 , 15177
17859 , 15180
17862 , 15181
17867 , 15184
17869 , 15185
17871 , 15186
17872 , 15186
17875 , 15188
17879 , 15189
17882 , 15191
17884 , 15193
17886 , 15194
17887 , 15194
17884 , 15192
17860 , 15177
17796 , 15141
17702 , 15093
17624 , 15056
17605 , 15048
17623 , 15058
17653 , 15073
17682 , 15087
17706 , 15099
17726 , 15110
17744 , 15119
17762 , 15129
17775 , 15135
17784 , 15139
17725 , 15107
17748 , 15119
17763 , 15127
17778 , 15134
17792 , 15141
17802 , 15147
17808 , 15149
17811 , 15151
17811 , 15151
17810 , 15150
17810 , 15150
17814 , 15152
17820 , 15156
17828 , 15159
17837 , 15164
17845 , 15168
17851 , 15171
17857 , 15174
17861 , 15176
17865 , 15178
17869 , 15180
17872 , 15182
17876 , 15184
17878 , 15185
17879 , 15186
17882 , 15187
17886 , 15190
17889 , 15191
17892 , 15192
17894 , 15194
17893 , 15192
17877 , 15183
17830 , 15156
17758 , 15118
17896 , 15192
17899 , 15193
17893 , 15190
17860 , 15170
17788 , 15131
17699 , 15085
17632 , 15054
17614 , 15047
17632 , 15057
17666 , 15074
17697 , 15090
17718 , 15101
17737 , 15110
17758 , 15120
17776 , 15129
17786 , 15134
17791 , 15136
17790 , 15135
17788 , 15135
17789 , 15135
17793 , 15136
17798 , 15140
17807 , 15144
17815 , 15148
17825 , 15154
17833 , 15157
17840 , 15161
17846 , 15164
17852 , 15167
17857 , 15170
17861 , 15172
17864 , 15173
17867 , 15175
17870 , 15176
17834 , 15157
17839 , 15160
17843 , 15161
17848 , 15163
17851 , 15165
17855 , 15167
17859 , 15169
17864 , 15172
17865 , 15172
17868 , 15173
17874 , 15177
17880 , 15180
17883 , 15181
17872 , 15174
17824 , 15147
17716 , 15089
17592 , 15032
17547 , 15012
17548 , 15014
17565 , 15023
17586 , 15034
17611 , 15046
17633 , 15056
17656 , 15068
17689 , 15084
17718 , 15098
17735 , 15107
17741 , 15110
17738 , 15108
17733 , 15106
17735 , 15107
17741 , 15110
17750 , 15114
17761 , 15119
17740 , 15109
17733 , 15105
17723 , 15100
17724 , 15100
17735 , 15106
17747 , 15113
17759 , 15118
17770 , 15124
17781 , 15129
17793 , 15135
17801 , 15139
17809 , 15143
17817 , 15147
17823 , 15150
17829 , 15152
17834 , 15155
17838 , 15156
17842 , 15159
17845 , 15160
17848 , 15161
17851 , 15163
17857 , 15166
17863 , 15169
17870 , 15173
17874 , 15175
17865 , 15169
17813 , 15140
17691 , 15078
17567 , 15021
17512 , 14998
17495 , 14991
17500 , 14994
17518 , 15003
17546 , 15017
17851 , 15162
17819 , 15143
17693 , 15078
17532 , 15005
17449 , 14969
17422 , 14958
17425 , 14960
17450 , 14972
17489 , 14990
17518 , 15002
17528 , 15007
17548 , 15017
17596 , 15041
17644 , 15062
17664 , 15071
17660 , 15069
17652 , 15066
17650 , 15064
17648 , 15064
17645 , 15063
17650 , 15066
17668 , 15075
17691 , 15086
17711 , 15096
17726 , 15103
17737 , 15108
17749 , 15114
17758 , 15119
17765 , 15122
17773 , 15125
17780 , 15129
17786 , 15132
17791 , 15134
17797 , 15137
17685 , 15085
17708 , 15096
17721 , 15102
17730 , 15106
17737 , 15110
17741 , 15111
17740 , 15111
17733 , 15108
17724 , 15103
17718 , 15100
17714 , 15099
17712 , 15097
17714 , 15098
17720 , 15101
17731 , 15106
17745 , 15112
17757 , 15119
17768 , 15124
17775 , 15128
17781 , 15130
17785 , 15132
17774 , 15126
17688 , 15080
17525 , 15004
17412 , 14953
17352 , 14926
17321 , 14913
17317 , 14911
17325 , 14915
17334 , 14919
17338 , 14921
17340 , 14922
17355 , 14929
17388 , 14946
17778 , 15133
17664 , 15074
17490 , 14996
17383 , 14947
17332 , 14924
17312 , 14915
17311 , 14914
17316 , 14917
17320 , 14919
17323 , 14921
17331 , 14925
17353 , 14936
17387 , 14952
17419 , 14966
17434 , 14973
17438 , 14974
17440 , 14975
17444 , 14977
17449 , 14980
17456 , 14983
17471 , 14991
17498 , 15004
17531 , 15020
17563 , 15035
17593 , 15050
17757 , 15124
17640 , 15071
17660 , 15081
17678 , 15090
17688 , 15095
17697 , 15098
17709 , 15104
17723 , 15111
17739 , 15119
17638 , 15077
17655 , 15085
17677 , 15095
17700 , 15106
17716 , 15113
17730 , 15120
17743 , 15126
17754 , 15131
17761 , 15135
17767 , 15138
17771 , 15140
17777 , 15142
17783 , 15146
17790 , 15149
17796 , 15152
17803 , 15156
17811 , 15160
17816 , 15163
17819 , 15164
17823 , 15166
17828 , 15169
17833 , 15171
17838 , 15174
17842 , 15177
17848 , 15179
17852 , 15181
17847 , 15178
17806 , 15156
17687 , 15095
17542 , 15030
17458 , 14993
17426 , 14979
17438 , 14985
17460 , 14996
17834 , 15174
17839 , 15177
17842 , 15178
17847 , 15180
17851 , 15182
17852 , 15183
17855 , 15185
17846 , 15179
17769 , 15137
17572 , 15044
17428 , 14980
17354 , 14946
17322 , 14931
17316 , 14928
17322 , 14930
17329 , 14934
17337 , 14938
17352 , 14944
17383 , 14958
17431 , 14980
17481 , 15003
17519 , 15020
17548 , 15033
17572 , 15044
17589 , 15051
17603 , 15058
17620 , 15066
17645 , 15078
17672 , 15091
17695 , 15102
17712 , 15110
17728 , 15117
17744 , 15125
17757 , 15131
17659 , 15086
17682 , 15097
17707 , 15110
17726 , 15119
17736 , 15123
17738 , 15124
17737 , 15124
17736 , 15123
17731 , 15120
17730 , 15120
17734 , 15122
17746 , 15128
17762 , 15136
17776 , 15142
17786 , 15147
17793 , 15151
17799 , 15153
17806 , 15157
17812 , 15160
17816 , 15162
17819 , 15163
17824 , 15166
17828 , 15168
17830 , 15169
17835 , 15171
17841 , 15174
17846 , 15177
17849 , 15178
17850 , 15178
17854 , 15180
17859 , 15182
17864 , 15186
17869 , 15188
17872 , 15190
